Produktnummer;Lieferantenproduktnummer;Produktname;Lieferantennummer;Standardlieferant;EK (netto);Mindestabnahme;Abnahmeintervall
100950;291 2103;Bremsleitung aus verkupfertem Stahlrohr 55cm;70014;no;2.66;;10
100322;462 6221;Handbremsseil VW T3 Syncro Rechts 14 Zoll OE Ref. 251609702;70014;no;12.95;1;1
SW12632;50252641;Lötverbinder für Kabel, Innendurchmesser 4,5 mm, Kabelverbinder;70014;yes;0.62;;50
100506;FEB-07551;Einstellscheibe für das Ventilspiel 3,60 mm Stark ab 1,5l Hubraum OE Ref. 056109567;70014;no;1.73;;4
100519;FEB-07669;Kappe für Rücklaufleitung der Einspritzdüse für Diesel, T4, OE Ref. 028130229;70014;no;0.59;;1
100614;382 2230;Ölfilter für Diesel Golf und T3 OE Ref. 068115561B;70014;no;4.94;;1
SW12620;9MJ 008 039-041;Schrumpfschlauch, zur Isolation von Kabeln, 300X12 mm;70014;no;3.29;;1
102393;3397118610;Scheibenwischer Satz, 2x Bosch 400mm, Golf1 &Co, Passat;70014;no;10.50;;1
SW12167;281-463;Mittelschalldämpfer T4 Bus 2,0-2,8L Benziner ab Bj. 96, alle Radstände, OE Ref. 023253409AJ;70014;yes;86.44;;1
101916;19-019550;Stoßdämpfer von BILSTEIN, Golf 1 &Co, Hinterachse, OE Ref. 171513033J;70014;no;52.00;;1
100485;83 11 1906;Auspuffgummi aus EPDM verstärkte Ausführung für T3 Diesel, OE Ref. 033251393;70014;no;4.00;;1
SW12613;8KL 717 462-001;Fahrzeugleitung, FLY - Kabel, einadrig 1,5mm Schwarz-Weiß;70014;no;0.45;;1
101375;83 11 8903;Auspuffschelle Spannband 46,7 mm Golf &Co OE Ref. 191253139Q;70014;no;1.45;;1
101825;9619863;Sicherungsscheibe für Bolzen / Türfangband, OE Ref. N0124357;70014;yes;0.03;;1
100502;FEB-08287;Einstellscheibe für das Ventilspiel 3,40 mm Stark ab 1,5l Hubraum OE Ref. 056109563;70014;no;1.85;4;1
100615;83 11 1136;Dichtung, zwischen Krümmer und Hosenrohr, Golf & Co bis 1,3L Hubraum, OE Ref. 036253115A;70014;no;1.60;;1
SW11277;83 11 8902;Auspuffschelle, Spannband, 42,5 mm, Golf & Co, OE Ref. 823253143D;70014;yes;1.55;;1
103447;FEB-01664;Radschraube für Stahlfelge, M14x1.5x19mm, T3 OE Ref. 251601139;70014;no;1.18;;1
101480;323 2026;Schraube zur Aufhängung der Hinterachse Golf 2 &Co OE Ref. N90354401;70014;no;1.43;1;1
SW12735;142 0151;Leitungsverbinder, Quetschverbindung unisoliert,4-6mm Kabel;70014;yes;0.24;;1
101895;291 3416;Schlauchverbinder NW 10/8 mm;70014;no;2.24;;1
103298;291 1010;Intank-Schlauch 7,3X14,5;70014;no;11.20;1;1
103775;83 11 8905;Auspuffschelle Spannband 49,5 mm Golf &Co OE Ref. 165253139;70014;no;1.98;;1
103465;337 9398;Steinschlagschutzecke, hinten links, Golf 2 bis BJ07/87, OE Ref. 191853931A;70014;no;2.19;;1
103484;3544;Montierhülse, Hülse für Querlenker Golf 2 &Co OE Ref. 191407190A;70014;no;0.24;1;1
103774;83 11 8907;Auspuffschelle Spannband 54,5 mm Golf &Co und T4 OE Ref. 191253139G;70014;no;2.00;;1
101071;Sonax-03401000;Sonax Gummipfleger 100 ml inkl. Schwammapplikator;70014;no;5.10;;1
SW12606;8KL 712 946-001;Fahrzeugleitung, FLRY - Kabel, einadrig 1,5mm Grau;70014;no;0.45;;10
102628;7040.90.0652;Winkelstück 90° M14X1,5;70014;no;;;1
101477;127 8192;Leuchtmittel, Glühlampe, 12V 1.2 W, gesteckt, Schalter- oder Instrumentenbeleuchtung, Golf &Co, OE R;70014;no;0.25;;10
SW10248;5810502;Spoiler / Frontlippe, Golf 1 &Co, OE Ref. 171805903;70014;no;7.13;;1
103413;1439209;Flachsteckhülse, 4,8x0,8 für Gehäuse 103011;70014;yes;0.26;;50
SW10547;Bosch 0986430081;Einspritzdüse komplett, Golf D & T3 D, OE Ref. 068130201E;70014;no;60.63;;1
SW12724;143 9852;Ringkabelschuh, für Kabel, 16 - 25mm, Lötfrei, Quetschverbindung, M10;70014;no;1.14;;5
101983;83 11 2085;Dichtung Abgasanlage Golf 1 &Co und T3 & T4 OE Ref. 044253115B und 025251509A;70014;no;0.86;;1
102563;143 4637;Flachstecker /  Hülse 2,8 x 0,8 mm;70014;yes;0.08;100;100
SW10288;444 4459;Keilriemen 10X763mm, Servopumpe T3 Diesel, OE Ref. 068145271C;70014;no;5.05;;1
100914;129 0144;Leuchtmittel 12V 21 Watt, P21W OE Ref. N0177322;70014;no;0.45;10;1
SW12629;51270200;Schutzschlauch, 20mm Durchmesser, Isolierschlauch für Leitungen und Kabel, Farbe Schwarz;70014;yes;1.38;;5
SW10449;AVX10X950;Keilriemen 10x950mm Golf &Co für Lima und Wasserpumpe, OE Ref. 050903137;70014;no;5.85;;1
100704;313 2026;Verteilerfinger T3 1,9L und 2L Hubraum OE Ref. 071905225A;70014;no;5.65;;1
SW12617;9MJ 008 039-011;Schrumpfschlauch, zur Isolation von Kabeln, 300X4,8 mm;70014;no;1.81;;1
SW10225;143 6910;Steckergehäuse 2-polig Golf &Co T3 OE Ref. 357972752;70014;no;2.51;;1
102946;873 7200;Auto-Luftentfeuchter, Pingi LV-A300 mit Feuchtigkeits-Indikator, 300g;70014;yes;7.90;1;1
SW12610;8KL 712 950-002;Fahrzeugleitung, FLY - Kabel, einadrig 1,5mm Braun;70014;yes;0.48;;50
100507;320 5981;Einstellscheibe für das Ventilspiel 3,65 mm Stark OE Ref. 056109568;70014;no;1.52;;1
SW12750;03.3511-0800.1;Verbinder, Bremsleitung, 4,75mm, F-Bördel,  SW14,  Länge 24mm, Gewinde M10x1, OE. Ref. 411611789;70014;no;4.60;;1
101900;275 7870;Kraftstoffschlauch 9,5X15,5MM;70014;no;;;1
100918;129 8971;Leuchtmittel 12V 5W für Standlicht bzw. Parklicht, OE Ref. N0177185;70014;no;2.60;1;1
102984;7.05817.06.0;Rückschlagventil mit 2 Abgängen für Unterdruckleitung Golf &Co OE Ref. 191611933E;70014;no;8.82;;1
SW10504;273 0282;GUN GUM Firegum, Auspuff-Montagepaste, Tube mit 150 Gramm;70014;yes;4.41;;1
SW10804;70040;Rostumwandler, 500ml Spraydose;70014;no;10.76;;1
102594;291 3755;SCHLAUCHHUELSE 14,5MM;70014;no;;50;1
101896;950 0601;Schlauch-SCHELLE Spannbereich 10-16 mm Bandbreite 9mm;70014;no;0.54;;1
SW10936;291 3734;Rücklaufschlauch für Servolenkung, T3 Diesel und Benziner, OE Ref. N90229809;70014;no;6.09;;1
100915;129 0146;Leuchtmittel 12V 10W für Rücklicht und Rückwärtsgang;70014;no;0.67;10;10
SW10251;970 0150;Linsenblechschraube (Torx), 4,8x16, Edelstahl, schwarz OE Ref. N10309101;70014;yes;0.30;;100
100917;1987302207;Leuchtmittel 12V 4W für Kennzeichenleuchte;70014;no;0.33;10;1
SW12603;8KL 712 943-001;Fahrzeugleitung, FLRY - Kabel, einadrig 1,5mm Schwarz;70014;no;0.45;;10
100475;2NE 002 985-001;Nebelschlussleuchte, Golf 1 Cabrio, Caddy und T3, OE Ref. 211941701;70014;no;14.64;2;1
100503;7548;Einstellscheibe für das Ventilspiel 3,45 mm Stark ab 1,5l Hubraum OE Ref. 056109564;70014;no;1.72;;1
SW12727;199 5523;Fahrzeugleitung, FLY - Kabel, einadrig 2.5mm Gelb;70014;yes;0.84;10;1
103393;100 1238;Kabelbinder 3,6X280mm OE Ref. N0209022;70014;yes;0.04;;100
SW10303;1A8 004 190-101;HELLA Scheinwerfer rechts oder links, ohne LWR, Golf 2, OE Ref. 191941753B;70014;no;36.75;;1
103605;414 7440;Entlüfterventil, Entlüfterschraube für Radbremszylinder, M7x38, OE Ref. 3A0611475;70014;no;0.60;1;1
SW12721;199 6003;Massekabel,Fahrzeugleitung, FLY - Kabel, einadrig 25mm Schwarz;70014;no;8.18;;1
SW12172;83 11 1958;Auspuff Gummi, Halter für Mittelschalldämpfer T4 Bus ab Bj. 96 OE Ref. 701253144B;70014;yes;5.47;;1
SW12461;12961B2;Leuchtmittel für Seitenblinker, 2 Stück, Golf & Co, OE Ref. N0177532;70014;yes;0.97;2;1
103053;83 11 2099;Dichtung für Hosenrohr Golf 2 Scirocco GTI 8v 16v und G60 und T4 Bus OE Ref. 533253115C;70014;no;2.45;;1
103458;330 1380;Breite Stoßstange vorne, mit Aussparung für Nebelscheinwerfer, Golf 2 &Co, OE Ref. 191807103G;70014;no;71.09;1;1
103169;50282023;Dichtung für Steckergehäuse Golf &Co OE Ref. 1J0972741A;70014;yes;0.05;;50
100500;8284;Einstellscheibe für das Ventilspiel 3,25 mm Stark ab 1,5l Hubraum OE Ref. 056109560;70014;no;1.96;;1
100944;328 7321;Haltefeder für Bremsschlauch Golf 2 &Co, Polo 2 undT4 OE Ref. 4D0611715B;70014;no;0.23;;10
SW12623;51270040;Schutzschlauch, 4mm Durchmesser, Isolierschlauch für Leitungen und Kabel, Farbe Schwarz;70014;yes;0.22;;10
SW12165;283-459;Endschalldämpfer, Endtopf  T4 Bus 2,0-2,8L Benziner ab Bj. 96 OE Ref. 044253609AH;70014;yes;126.51;;1
SW12614;8KL 717 463-001;Fahrzeugleitung, FLY - Kabel, einadrig 1,5mm Schwarz-Rot;70014;no;0.45;;10
101893;322 1305 oder 290 4599;Unterdruckschlauch 3,5 X 7,5mm Pierburg / Cohline, OE Ref. N 0203535;70014;no;1.80;;20
SW12626;51270100;Schutzschlauch, 10mm Durchmesser, Isolierschlauch für Leitungen und Kabel, Farbe Schwarz;70014;yes;0.84;;50
103628;80011.100;Endhülsen f. Schläuche 9.5 bis 10mm, 8001.1100;70014;no;0.21;;1
SW12607;8KL 712 947-001;Fahrzeugleitung, FLY - Kabel, einadrig 1,5mm Grün;70014;yes;0.45;;10
100977;2912093;Bremsleitung aus verkupfertem Stahlrohr 50cm;70014;no;2.59;;1
103024;320 1114;Dichtring für Ölablasschraube 14X20X1,5mm Golf &CO OE Ref. N0138492;70014;no;0.10;;25
SW12737;143 5296;Flachstecker /  Hülse 6,3 x 0,8 mm für 4-6 mm Kabel;70014;no;0.13;;100
101897;290 4740;ENDHUELSE 4.NK 10.19;70014;no;;;1
101514;290 8165;1-Ohr-Schelle-Klemme, Klemmschelle, Spannbereich 15,3-18,5mm;70014;no;0.32;;10
103198;444 5915;Keilriemen Contitech 10X865mm OE Ref. 023145271A;70014;no;5.30;1;1
SW10495;83 11 2084;Dichtung Abgaskrümmer, T3 Benziner 1,9 & 2,1 Liter OE Ref. N90131602;70014;no;1.37;;1
100504;FEB-07549;Einstellscheibe für das Ventilspiel 3,50 mm Stark ab 1,5l Hubraum OE Ref. 056109565;70014;no;1.81;1;4
SW12818;220 0534;Silicon-Fett transparent, für Kunststofflager an Schaltung etc.;70014;no;11.57;;1
103613;290 7950;Schelle für Handbremszug 13X15mm OE Ref. N0206201;70014;no;0.79;1;1
102595;8081.0600;RINGNIPPEL 12/6;70014;no;;;1
101978;83 11 1116;Auspuffgummi, Halter, Gummi Abgasanlage  Golf  & Co OE Ref. 171253147;70014;no;1.00;;1
100758;10119005;Kotflügelschraube 6,5x21,5mm, Golf & Co, T4, OE Ref. 311821143;70014;no;0.22;;100
102863;290 7534;Schlauchschelle 16-27 x 9 mm für Kühlwasserschlauch OE Ref. N90561801;70014;no;0.58;10;1
SW12725;143 0026;Ringkabelschuh, für Kabel, 16 - 25mm, Lötfrei, Quetschverbindung, M8;70014;no;0.90;;25
SW10260;394 6323;Bremschlauch, Hinterachse, VW Caddy 14d, OE Ref. 147611775;70014;no;27.17;;1
101311;83 11 1121;Auspuffgummi aus EPDM, Golf & Co, OE Ref. 191253147B;70014;no;1.20;;1
100599;322 1381;Kraftstoffschlauch, Benzinschlauch, 7x3mm, Preis Pro Meter, OE Ref. N90080105;70014;no;3.94;;10
100309;50632;Halteband für Hutablage Golf 2 OE Ref. 191863447;70014;no;0.83;;1
SW12636;50252640;Lötverbinder für Kabel, Innendurchmesser 2,7 mm, Kabelverbinder;70014;yes;0.59;;50
103709;394 5241;Bremsleitung 4,75mm 5 Meter Stück;70014;no;10.30;;1
SW10289;444 4370;Keilriemen, Wasserpumpe, Lima, T3,  Contitech 10x913mm OE Ref. 050121039A;70014;no;5.45;;1
100948;2912079;Bremsleitung aus verkupfertem Stahlrohr 45cm;70014;no;2.52;;1
102711;281 8978;Schelle für Lenkmanschette innen, Golf 2 & Co, OE Ref. 357422837A;70014;no;0.80;1;1
SW12630;50272070;Isolierband, Polyestervliesklebeband, für Kabelbaum, 0,5X19mm, 10 Meterrolle;70014;no;2.74;2;1
SW12618;9MJ 008 039-021;Schrumpfschlauch, zur Isolation von Kabeln, 300X6 mm;70014;no;2.16;;1
SW10227;143 6305;Flachsteckhülse 2,8mm für 0,5-1,5 mm Kabel OE Ref. N90335203;70014;no;0.25;;50
SW12611;8KL 717 460-001;Fahrzeugleitung, FLY - Kabel, einadrig 1,5mm Grün-Rot;70014;no;0.45;;10
100126;199 0638;Innenraumleuchte Hella Golf 1, Caddy, Scirocco 53, Jetta 1 OE Ref. 111947111E;70014;no;7.93;;1
103769;132190;Endschalldämpfer, Golf 2 1.8L, OE Ref. 191253609BM,191253609H;70014;no;81.00;;1
100476;2JA 002 931-031;Innenraumleuchte Original Hella Golf 1 Cabrio, T3,  OE Ref. 823947105B;70014;no;4.92;;1
102864;290 7541;Schlauchschelle 20-32 x 9 mm für Kühlwasserschlauch, OE Ref. N10258101;70014;no;0.65;1;1
SW10605;50296110066;Torpedosicherung-Set, 10-teilig, von 5A bis 25A;70014;no;1.61;;1
SW12728;141 0345;Fahrzeugleitung, FLY - Kabel, einadrig 2,5mm Weiß;70014;no;0.69;;1
102596;624 9806;KUPFERRING 12X16X1,5;70014;no;0.15;100;1
103154;3201062;Dichtung, Stößelrohr, Blockseite, weiß, 23,3 mm, T3 Boxer, OE. Ref. 070109345;70014;yes;1.66;1;1
102167;199855;T-Stück für Scheibenwaschanlage und Unterdruck-Schlauch Golf &Co Passat Polo T3 T4 OE Ref. 211955975;70014;no;1.39;10;1
100148;5810511;Kühlergrill Ecke, Links, Golf 1 &Co, OE Ref. 171853655B;70014;no;3.45;1;1
SW11090;83 11 1392;Dichtring für Abgasrohr, T3, 1,6L TD ab Bj. 08/89, OE Ref. 447253137;70014;yes;2.05;;1
100204;3074003317;Kupplungszug Golf 1 &Co 1,5-1,8l Hubraum, OE Ref. 171721335E;70014;no;15.28;;1
100803;442 8744;T-Stück M10x1,0 für Bremsleitung, T3 und Golf 2 mit ABS, OE Ref. 803611755;70014;no;2.53;;1
SW12604;8KL 712 944-001;Fahrzeugleitung, FLRY - Kabel, einadrig 1,5mm Weiß;70014;no;0.45;;10
101862;142 0367;Schelle für Kraftstoffschlauch 9X13 OE Ref. N0241222;70014;yes;1.15;;100
SW10302;291 3030;Polyamidrohr, 6x1,0 mm, 3011.0406;70014;no;1.60;;1
101749;338 2897;Frontspoiler schmale Ausführung, für CL Stoßstange, Golf 2 &Co, OE Ref. 191805903A;70014;no;26.08;1;1
SW12722;141 0369;Fahrzeugleitung, FLY - Kabel, einadrig 2,5mm Braun;70014;no;0.69;10;1
103739;058 8216;Frontscheibe Verbundglas, klar, T3 OE Ref. 251845101A;70014;yes;75.32;1;1
101286;224 4060;Schraubensicherung Blau mittelfest 5g;70014;no;4.99;;1
SW12170;176064;Mittelschalldämpfer T4 Bus 1,9L TD bis Bj. 96 OE Ref. 028253409H;70014;yes;106.00;;1
100953;2912134;Bremsleitung aus verkupfertem Stahlrohr 70cm;70014;no;2.66;1;1
101378;2483209;Blindniete Alu/Stahl schwarz, 4,0x14mm, Golf &Co, T4, OE Ref. N90634901;70014;no;0.19;;25
SW12621;9MJ 008 039-051;Schrumpfschlauch, zur Isolation von Kabeln, 300X19 mm;70014;yes;2.33;;1
SW10497;83 11 1101;Dichtung zw. Endschalldämpfer und Endrohr ,T3 1,9 & 2,1 L,Saugdiesel CS, OE Ref. 025251235;70014;no;1.00;2;1
SW10650;143 5351;Flachsteckhülsen 6,3mm mit Raste Messing blank, für Kabel  0,5 - 1,0mm;70014;yes;0.13;;100
SW12624;51270060;Schutzschlauch, 6mm Durchmesser, Isolierschlauch für Leitungen und Kabel, Farbe Schwarz;70014;yes;0.26;;10
101482;FEB-08390;Froststopfen 24mm, Golf &Co, T4, OE Ref. N01191410;70014;no;0.40;;1
103523;95 11 7696;Endschalldämpfer gesteckte Version T3 1,6L JX bis Bj. 07/89 OE Ref.  068251053H;70014;no;73.53;;1
SW12615;8KL 717 464-001;Fahrzeugleitung, FLY - Kabel, einadrig 1,5mm Schwarz-Grün;70014;no;0.45;;1
101975;83 11 1484;Dichtung zwischen Krümmer und Hosenrohr Golf 1 Cabrio MKB 2H OE Ref. 155253115;70014;no;1.30;;1
SW12733;8JD 008 152-001;Steckergehäuse ink. Kabelschuhe, 1-polig, Golf &Co, Bus,  OE Ref. 161971976B;70014;no;0.75;;1
101767;330 0662;Stoßstange vorne, schwarz, Golf 1 &Co, ab BJ 08/78, OE Ref. 171807103;70014;no;46.28;;1
103466;337 9381;Steinschlagschutzecke, hinten rechts, Golf 2 bis BJ07/87, OE Ref. 191853932A;70014;no;2.19;;1
SW12627;51270120;Schutzschlauch, 12mm Durchmesser, Isolierschlauch für Leitungen und Kabel, Farbe Schwarz;70014;yes;0.88;;25
SW12608;8KL 712 948-001;Fahrzeugleitung, FLRY - Kabel, einadrig 1,5mm Rot;70014;no;0.45;;10
102584;290 8241;1-Ohr-Schelle-Klemme, Klemmschelle, Spannbereich 12-15mm;70014;no;0.47;10;1
100800;83 11 1128;Dichtung Hosenrohr zweiflutig GTI Golf 1 & Co OE Ref. 055253115A;70014;no;3.36;;1
SW12294;123 0082;Relais 30 Ampere für Hupe, Kühler-Nachlauf etc., OE Ref. 171937503;70014;no;2.60;2;1
101898;291 3764;ENDHUELSE 4.NK 8.16;70014;no;0.00;;1
103041;300 0362;Schraube zur Sturzeinstellung am Federbein Golf 2 &Co OE Ref. N10174002;70014;no;1.86;1;1
103376;320 0566;O-Ring 42,5X3 Kühlwasserflansch, Golf 1,3 L bzw. T3 1,9l-2,1l ab Bj. 08/85 und T4 OE Ref. 030121119;70014;no;1.17;1;1
101768;330 0532;Stoßstange hinten, schwarz, Golf 1 ab Bj. 08/78, Golf 1 Cabrio, OE Ref. 171807301A;70014;no;46.28;;1
SW10496;83 11 2085;Dichtung zw. KAT und Endschalldämpfer T3 Benziner 1,9&2,1 Liter OE Ref. 025251509A;70014;yes;0.90;;1
SW10178;22414;Antriebswelle, RECHTS, 90 mm FLANSCH, Golf 1 & Co, OE Ref. 171407272NX;70014;no;80.23;;1
SW10380;144 0023;Gummistopfen 10MM;70014;yes;0.18;;50
103456;330 1256;Abdeckkappe für Abschlepphaken, Golf 2 mit breiter Stoßstange, OE Ref. 191807441A 2BC;70014;no;3.47;1;1
100938;915728;Dichtung für Kurbelwellensimmering getriebeseitig Golf &Co, T4, OE Ref. 026103181B;70014;no;2.14;;1
102599;8033.19.99.0600;Innengew. Schlauchn. M14X1,5 SW17mm;70014;no;2.36;;1
100492;8GA 007 997-041;Leuchtmittel, Glühlampe für Instrumentenbeleuchtung, 1,2 Watt, OE Ref. 431919040;70014;no;1.00;;1
100913;129 0125;Leuchtmittel, Birne, H4 12V für Scheinwerfer;70014;no;2.01;1;1
101168;467 2615;Halter für Bremsleitung, Kunststoff, Golf 2 &Co, OE Ref. 811611797;70014;no;0.65;;1
101844;338 0875;GTI Frontspoiler, links, für breite GL Stoßstange, Golf 2 &Co, OE Ref. 191805903J;70014;no;16.58;1;1
102639;103405586;Unterdruckschlauch für Bremskraftverstärker Golf 2 &Co OE Ref. 321611939E;70015;no;0.85;6;1
100540;101020586;Kondensator bis 1,3L Hubraum OE Ref. 052905295;70015;yes;2.71;2;1
102739;102844001;Schalthelbelmanschette, Schaltsack Golf 2 &Co OE Ref. 191711115;70015;yes;5.12;2;1
101855;107315015;Einsatz für Einspritzventil, K-Jetronic bis Baujahr 07/82, OE Ref. 063133555;70015;no;0.40;;1
100898;102673755;Sitz-Führungsstück, Golf &Co, OE Ref.171881213B;70015;no;0.19;100;10
100368;107355756;Ölmesstab Golf und Passat Diesel OE Ref. 068115611P;70015;yes;1.46;1;1
103412;100 081 001;Simmerring, für Druckstange,8x14x4 mm, Golf & Co,  OE Ref. 020311108A;70015;yes;0.45;1;10
102203;104304586;Querlenker vorne Passat 32B mit Servo Rechts OE Ref. 893407148C;70015;yes;17.45;1;1
103156;107194585;Schraube für Traggelenk, M8x26, Golf 2 & Co, OE Ref. N10127707;70015;yes;0.25;1;10
103387;103540755;Befestigungsclip für Kühlwasser Ringleitung T3 1,9 / 2,1L Benziner OE Ref. 255121046;70015;yes;0.20;1;5
100271;100 219;Kraftstoffpumpe mechanisch, 1,5L-1,8L Hubraum, OE Ref. 026127025A;70015;yes;7.83;2;1
102205;104206586;Führungsgelenk Querlenker vorne Links Passat 32B  Servo Lenkung OE Ref. 855407365A;70015;yes;4.29;1;1
101046;108575001;Buchse, Aufnahme Gaszug am Gaspedal, Golf &Co, T4, OE Ref. 191721559;70015;no;0.95;;5
100527;107401756;Antriebsrad Tachowelle 12 Zähne 4 Gang oder Automatik OE Ref. 084409197;70015;no;0.56;1;1
100689;102923001;Seilzug für die Rückenlehne Montage innen, Länge 690mm, passend ab Bj. 08/1981. OE Ref.191881596A;70015;yes;3.52;;1
100306;102847755;Schaltstange 4 Gang ab 1,6L Hubraum Golf 2 &CO OE Ref. 191711595;70015;no;0.38;;1
100355;100696755;Trichter für Ölmessstab bis 1,3L Hubraum oder für Diesel  OE Ref. 036115636;70015;no;0.17;10;1
100140;104190755;Pedalgummi für Kupplung und Bremspedal  Golf 1 & Co Polo 1, Passat OE Ref. 823721173;70015;no;0.54;;50
100891;110978755;Ausgleichsbehälter für Servolenkung Golf 1 Cabrio und Scirocco, T4, OE Ref. 701422371;70015;no;5.28;1;1
102214;107557755;Gummilager für Koppelstange vorne Passat 32B ab Bj. 12/82 mit Servo OE Ref.857407474;70015;yes;0.38;10;1
100327;102570586;Kühlwasserschlauch Thermostat nach Kühler oben Golf 1 & Co bis 1,3L  OE Ref. 171121101N;70015;no;3.67;1;1
100985;100068755;Verschlussdeckel für Ausrücklager seitlich am Getriebe, Golf 1 und 2, OE Ref. 020141073A;70015;yes;0.59;;1
101058;108031755;Federaufnahme, Gummi Unterlage, Feder hinten, Golf 2 & Co OE Ref. 191512149;70015;yes;1.60;1;1
100648;102569586;Kühlwasserschlauch Kühlwasserflansch nach Kühler Oben Golf 1 & Co  OE Ref. 171121101AH;70015;no;2.98;1;1
102207;104188755;Gummilager Stabilisator vorne Innen Passat 32B bis Bj. 04/85 OE Ref. 823411327B;70015;no;0.37;1;1
102229;108633755;Gummilager für Hinterachse Polo OE Ref. 861511271;70015;no;1.68;1;1
103157;102773586;Sicherungsblech für Traggelenk Golf 2 & Co, OE.Ref. 191407175;70015;yes;0.77;1;1
100339;100088755;Schalter Rückfahrleuchte M 12 x 1,5 mm für 6,3 mm Stecker OE Ref. 020941521A;70015;yes;1.38;1;1
101945;100 007 002;Simmering, Schaltung Eingangswelle, Golf & Co bis 1,3L und T3 bis Bj. 07/82 OE Ref. 085301227;70015;yes;0.35;10;1
101041;102871586;Kühlwasserschlauch Rücklauf von Heizung Golf 2 &CO bis 1,3L OE Ref. 191819373C;70015;yes;2.34;1;1
100464;102645585;Kupplungszug Golf 1 &Co mit  1,1l-1,3l  Hubraum OE Ref. 171721335D;70015;yes;4.34;1;1
101005;102 849 001;Kupplungszug selbstnachstellend ab Baujahr 08/1989 Golf 2 &Co Benziner OE Ref. 191721335AB;70015;no;7.65;1;1
101115;100677015;O-Ring Halter Einspritzdüse 19,5 x 16,5 x 1,5 mm  KE Jetronic ab Bj. 08/84 OE Ref. 035133557;70015;yes;0.26;;5
100180;102 546 001;Lüftermotor für Kühler, Stecker 3-polig,  Golf & Co, Polo und Passat OE Ref. 165959455;70015;no;20.19;1;1
101338;102568586;Kühlwasserschlauch Wärmetauscher nach Wasserrohr bis 1,3L Golf 1 &Co OE Ref. 171121088D;70015;no;2.41;1;1
100293;102855756;Reparatursatz für Schalthebel OE Ref. 191798116A;70015;yes;1.06;;10
100662;102982755;Zündkabelsatz 1,6L bis 1,8L Hubraum ab Baujahr 08/1983 OE Ref. 357998031B;70015;yes;10.71;1;1
101788;107394586;Schlauch für Kurbelwellengehäuseentlüftung Golf  &Co MKB 2H PF und PB OE Ref. 037103493D;70015;no;2.45;1;1
100396;100259755;Wasserrohr für Golf 2 & Co mit Wärmetauscher am Ölfilterflansch, OE Ref. 027121065D;70015;no;9.04;1;1
101941;100070755;Führungshülse für Ausrücklager Golf &Co mit 4 Gang, OE Ref. 020141181;70015;yes;0.46;10;1
102202;104302586;Querlenker vorne Passat 32B mit Servo Links OE Ref. 893407147C;70015;yes;17.45;1;1
100537;102915755;Halter für Sonnenblende in Schwarz, Golf 2 &Co OE Ref. 191857559;70015;no;0.32;;10
102859;102545546;Halter bzw. Führung für Stoßfängerabdeckung Golf 2 &Co und Passat OE Ref. 165807193B;70015;yes;0.81;20;1
101997;100854;Geber Temperaturfühler für Öltemperatur Golf &Co, Passat, T4, OE Ref. 049919563A;70015;yes;2.53;1;1
100181;100220001;Gasblasen Abscheider für Vergaser Golf & Co, Polo und Passat OE Ref. 026127177B;70015;yes;3.70;1;1
102215;104 410;Domlager vorne Passat 32B Rechts oder Links OE Ref. 8A0412323D;70015;yes;3.26;1;1
100520;102655;Haubenzug vorne Golf 1 &Co bis Baujahr 07/1983 OE Ref. 171823531;70015;no;5.96;;1
100543;102964755;Lenkstockhebel Blinker Golf 2 & Co ab Baujahr 08/1987 bis 07/1989 OE Ref. 191953513B;70015;yes;4.04;2;1
100329;115346755;Verschlussschraube, M24x1,5 für Schaltgetriebe, Golf & Co, OE Ref. 111301127E, 012301127F;70015;yes;1.68;;1
